Intel Pentium II,52x,1997 - 1999,,233 MHz - 450 MHz,Slot 1  MMC-1  MMC-2  Mini-Cartridge,250 nm  350 nm,16.8 W - 38.2 W,1,66 MHz  100 MHz,32KiB,256 KiB - 512 KiB,N/A,
Intel Pentium III,52x  53x,1999 - 2003,,450 MHz - 1.4 GHz,Slot 1  Socket 370,130 nm  180 nm  250 nm,17 W - 34.5 W,1,100 MHz  133 MHz,32 KiB,256 KiB - 512 KiB,N/A,
Intel Xeon,n3xxx  n5xxx  n7xxx,1998–present,,400 MHz - 4.4 GHz,45 nm  65 nm  90 nm  130 nm  180 nm  250 nm,16 W - 165 W,Up to 28 Cores,100 MHz  133 MHz  400 MHz  533 MHz  667 MHz  800 MHz  1066 MHz  1333 MHz  1600 MHz  4.8 GT/s  5.86 GT/s  6.4 GT/s,8 KiB ~ 64 KiB per core,256 KiB - 12 MiB,4 MiB - 16 MiB,
Pentium 4,5xx  6xx,2000 - 2008,,1.3 GHz - 3.8 GHz,65 nm  90 nm  130 nm  180 nm,21 W - 115 W,1 /w hyperthreading,400 MHz  533 MHz  800 MHz  1066 MHz,8 KiB - 16 KiB,256 KiB - 2 MiB,2 MiB,
Pentium 4,5xx  6xx,2000 - 2008,,3.2 GHz - 3.73 GHz,90 nm  130 nm,92 W - 115 W,1 /w hyperthreading,800 MHz  1066 MHz,8 KiB,512 KiB - 1 MiB,0 KiB - 2 MiB,
Pentium M,7xx,2003 - 2008,,800 MHz - 2.266 GHz,Socket 479,90 nm  130 nm,5.5 W - 27 W,1,400 MHz  533 MHz,32 KiB,1 MiB - 2 MiB,N/A,
Pentium D/EE,8xx  9xx,2005 - 2008,,2.66 GHz - 3.73 GHz,Socket T,65 nm  90 nm,95 W - 130 W,2,533 MHz  800 MHz  1066 MHz,16 KiB per core,2×1 MiB - 2×2 MiB,N/A,
Intel Pentium Dual-Core,E2xxx  E3xxx  E5xxx  T2xxx  T3xxx,2006 - 2009,,1.6 GHz - 2.93 GHz,45 nm  65 nm,10 W - 65 W,2,533 MHz  667 MHz  800 MHz  1066 MHz,64 KiB per core,1 MiB - 2 MiB,N/A,
Intel Pentium (2009),E2xx0  E5xxx  E6xxx  T2xxx  T3xx  T4xxx  SU2xxx  SU4xxx  G69xx  P6xxx  U5xxx  G6xx  G8xx  B9xx  G2xxx  2xxx  G3xxx  3xxx  J2xx0  J3xxx  N3xxx  G4xx0  4xxx,2009–present,,1.2 GHz - 3.33 GHz,14 nm  22 nm  32 nm  45 nm  65 nm,2.9 W - 73 W,1 or 2,800 MHz  1066 MHz  2.5GT/s  5 GT/s,64 KiB per core,2x256 KiB - 2 MiB,0 KiB - 3 MiB,
Intel Core,Txxxx  Lxxxx  Uxxxx,Yonah,2006 - 2008,,1.06 GHz - 2.33 GHz,Socket M,65 nm,5.5 W - 49 W,1 or 2,533 MHz  667 MHz,64 KiB per core,2 MiB,N/A,
Intel Core 2,Uxxxx  Lxxxx  Exxxx  Txxxx  P7xxx  Xxxxx  Qxxxx  QXxxxx,2006 - 2011,intel core quad,1.06 GHz - 3.33 GHz,45 nm  65 nm,5.5 W - 150 W,1  2 or 4,533 MHz  667 MHz  800 MHz  1066 MHz  1333 MHz  1600 MHz,64 KiB per core,1 MiB - 12 MiB,N/A,
Intel Core i3,i3-xxx  i3-2xxx  i3-3xxx  i3-4xxx  i3-61xx  i3-63xx,2010–present,,1.2 GHz - 3.7 GHz,LGA 1156  LGA 1155  LGA 1150  LGA 1151,14 nm  22 nm  32 nm,35 W - 73 W,2 /w hyperthreading,1066 MHz  1600 MHz  2.5 - 5 GT/s,64 KiB per core,256 KiB,3 MiB - 4 MiB,
Intel Core i5,i5-7xx  i5-6xx  i5-2xxx  i5-3xxx  i5-4xxx  i5-64xx  i5-65xx  i5-66xx  i5-74xx  i5-75xx  i5-76xx  i5-84xx  i5-85xx  i586xx,2009–present,,1.06 GHz - 4.2 GHz,LGA 1156  LGA 1155  LGA 1150  LGA 1151,14 nm  22 nm  32 nm  45 nm,17 W - 95 W,2 /w hyperthreading  4,2.5 - 5 GT/s,64 KiB per core,256 KiB,4 MiB - 8 MiB,
Intel Core i7,i7-6xx  i7-7xx  i7-8xx  i7-9xx  i7-2xxx  i7-37xx  i7-38xx  i7-47xx  i7-48xx  i7-58xx  i7-59xx  i7-67xx  i7-68xx  i7-69xx  i7-7700K,2008–present,,1.6 GHz - 4.4 GHz,14 nm  22 nm  32 nm  45 nm,45 W - 130 W,4  4 /w hyperthreading,4.8 GT/s  6.4 GT/s,64 KiB per core,4×256 KiB,6 MiB - 10 MiB,
Intel Core i7 (Extreme Edition),i7-970  i7-980  i7-980x  i7-990x  i7-39xx  i7-49xx  i7-5820K  i7-59xx  i7-6800K  i7-6850K  i7-6900K  i7-6950X  (i5-7640X)  i7-7740X  i7-7820X,Gulftown  Sandy Bridge-E  Ivy Bridge-E  Haswell-E  Broadwell-E  Skylake  Kaby Lake,2011–present,,3.0 GHz - 4.0 GHz,14 nm  22 nm  32 nm,130 W - 150 W,2.5GT/s - 6.4 GT/s,64 KiB per core,6x256 KiB,12 MiB - 20 MiB,Yes
Intel Core i9,i9-7900X  i9-7920X  i9-7940X  i9-7960X  i9-7980XE,Kaby Lake Cascade Lake,Q3 2017-present,,2.90 GHz- 4.30 GHz,LGA 2066,14 nm,140 W - 165 W,10-18 (with hyperthreading),8 GT/s,64 KiB per core,1 MiB per core,13.75MiB-24.75MiB,Yes
Processor,Series Nomenclature,Code Name,Production Date,Supported Features (Instruction Set),Clock Rate,Socket,Fabrication,TDP,Number of Cores,Bus Speed,L1 Cache,L2 Cache,L3 Cache,Overclock Capable
