ClamWin,ClamWin,[empty],(with Winpooch or Clam Sentinel),(with Clam Sentinel),[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2002,Australia,[empty],Third-party antivirus engine (ClamAV)
Comodo Group,Comodo Antivirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],2008,United States,[empty],[added],[added]
Comodo Group,Comodo Antivirus Advanced,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],2008,United States,[empty],[added],[added]
Comodo Group,Comodo Internet Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],2010,United States,[empty],[added],[added]
Dr.Web,Dr.Web Anti-virus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],1992,Russia,Igor Danilov,[added],[added]
Dr.Web,Dr.Web Security Space,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],2006,Russia,Igor Danilov,[added],[added]
ESET,ESET NOD32 Antivirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],<ref name=eset_webprotection_1>ESET Knowledgebase  http://kb.eset.com/esetkb/index?page=content&id=SOLN2820</ref><ref name=eset_webprotection_2>ESET Knowledgebase  http://kb.eset.com/esetkb/index?page=content&id=SOLN2844</ref>,[empty],[empty],[empty],[empty],[empty],[empty],1987,Slovakia,Peter Paško and Miroslav Trnka,[added],[added]
ESET,ESET Smart Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],<ref name="eset_webprotection_1" /><ref name="eset_webprotection_2" />,[empty],[empty],[empty],<ref name=":0">uses http</ref>,[empty],[empty],2007,Slovakia,Peter Paško and Miroslav Trnka,[added],[added]
F-Secure,F-Secure Antivirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],1991,Finland,Petri Allas and Risto Siilasmaa,Third-party antivirus engine (Bitdefender)
F-Secure,F-Secure SAFE,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2004,Finland,Petri Allas and Risto Siilasmaa,Third-party antivirus engine (Bitdefender)
FRISK Software,F-PROT Antivirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],1989,Iceland,Friðrik Skúlason (second engine also with Dr. Vesselin Bontchev),[added]
Fortinet,FortiClient,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2004,United States,[empty],[added]
G Data Software,G DATA AntiVirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],1987,Germany,Andreas Lüning and Kai Figge,Third-party antivirus engine (Bitdefender)
G Data Software,G DATA InternetSecurity,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2004,Germany,Andreas Lüning and Kai Figge,Third-party antivirus engine (Bitdefender)
Kaspersky Lab,Kaspersky Anti-Virus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],1997,Russia,Eugene Kaspersky and Natalia Kaspersky,Banned by USG
Kaspersky Lab,Kaspersky Internet Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2007,Russia,Eugene Kaspersky and Natalia Kaspersky,Banned by USG
Kaspersky Lab,Kaspersky Total Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],Russia,Eugene Kaspersky and Natalia Kaspersky,Banned by USG,[added]
McAfee,McAfee Antivirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],1987,United States,John McAfee,John McAfee "uninstall video" scandal
McAfee,McAfee Internet Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2006,United States,John McAfee,John McAfee "uninstall video" scandal
Microsoft,Windows Defender,[empty],[empty],[empty],Only Windows 10,[empty],excepting Windows Firewall<ref>https://docs.microsoft.com/en-us/windows/access-protection/windows-firewall/windows-firewall-with-advanced-security</ref>,[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],2012,United States,[empty],[added],[added]
NANO Security Ltd,NANO Antivirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],2009,Russia,[empty],[added],[added]
Panda Security,Panda Antivirus Pro,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],1990,Spain,Mikel Urizarbarrena,[added]
Panda Security,Panda Internet Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2002,Spain,Mikel Urizarbarrena,[added]
Panda Security,Panda Antivirus Free,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2009,Spain,[empty],[added]
Qihoo 360,360 Total Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2006,China,[empty],[added]
Quick Heal,Quick Heal Total Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],Yes,[empty],[empty],[empty],1995,India,[empty],[added]
Sophos,Sophos Anti-Virus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],1988,United Kingdom,Jan Hruska and Peter Lammer,[added]
Sophos,Sophos EndUser Protection,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2000,United Kingdom,Jan Hruska and Peter Lammer,[added]
Cisco (originally Immunet),Immunet,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2010,United States,[empty],Third-party antivirus engine (ClamAV)
Symantec,Norton AntiVirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],1991,United States,[empty],Whitelists FBI backdoor scandal<ref name="FBI trojan"></ref><ref name="FBI Trojan horse triggers alarms"></ref>
Symantec,Norton Internet Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2000,United States,[empty],Whitelists FBI backdoor scandal<ref name="FBI trojan"/><ref name="FBI Trojan horse triggers alarms"/>
Symantec (originally PC Tools),Spyware Doctor with AntiVirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2003,United States,[empty],[added]
Trend Micro,Titanium Antivirus Plus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],1990,Japan,[empty],[added]
Trend Micro,Titanium Internet Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2008,Japan,[empty],[added]
TrustPort,TrustPort Antivirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2008,Czech Republic,[empty],Third-party antivirus engine (?)
TrustPort,TrustPort Internet Security,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2008,Czech Republic,[empty],Third-party antivirus engine (?)
TrustPort,TrustPort Total Protection,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2008,Czech Republic,[empty],Third-party antivirus engine (?)
VirusBlokAda,Vba32 AntiVirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2010,Belarus,[empty],[added]
Webroot,SecureAnywhere AntiVirus,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2011,United States,[empty],[added]
Webroot,SecureAnywhere Internet Security Plus and Complete,[empty],[empty],[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],[empty],[empty],[empty],?,[empty],[empty],[empty],2011,United States,[empty],[added]
Company,Software,On-demand scan,On-access scan,Boot-time scans,Heuristics,CloudAV,Firewall,IDS,IPS,Sandbox,Email Security,AntiSpam,Web protection,Macro protection,Live-Update,Support,Settings Import/Export,installer/ updater MIMA safe,License,Price,First release,Country of origin,Original author/s,Notes
