OpenDDL,Eric Lengyel,C  PHP,,OpenDDL.org,,,,,(OpenDDL Library),
PHP's serialize() & unserialize(),PHP Group,,,,,,,,,
Pickle (Python),Guido van Rossum,Python,,https://www.python.org/dev/peps/pep-3154/ PEP 3154 -- Pickle protocol version 4,,,,,(https://www.python.org/dev/peps/pep-3154/),
Data::Dumper format (Core Perl Module),Gurusamy Sarathy (ActiveState developer),Perl data types,,,,,,,,
Property list,NeXT (creator) Apple (maintainer),,,Public DTD for XML format,,,,,Cocoa  CoreFoundation  OpenStep  GnuStep,
Protocol Buffers (protobuf),Google,,,Developer Guide: Encoding,,,,(built-in),C++  C#  Java  Python  Javascript  Go,
,John McCarthy (original) Ron Rivest (internet draft),Lisp  Netstrings,(largely de facto),"S-Expressions" Internet Draft,("Canonical representation"),("Advanced transport representation"),,,,
SCaViS,jWork.ORG,,,,,(XML  Java Serialization  ProtocolBuffers),,(Java object persistency  XML  ProtocolBuffers),(Native Java API  bindings for Jython  JRuby  Groovy and others),
Simple Binary Encoding,Real Logic,,,SBE github page,,,{{?}},(XML),C++  Java  C#  Go,
Smile,Tatu Saloranta,JSON,,Smile Format Specification,,,,(JSON Schema Proposal  other JSON schemas/IDLs),(via JSON APIs implemented with Smile backend  on Jackson  Python),
SOAP,W3C,XML,,SOAP/1.1 SOAP/1.2,(      MTOM  ),,(built-in id/ref  XPointer  XPath),(WSDL  XML schema),(DOM  SAX  XQuery  XPath),
,Max Wildgrube,,,RFC 3072,,,,,,
Thrift,Facebook (creator) Apache (maintainer),,,Original whitepaper,,,,(built-in),,
transit,Cognitect,JSON MessagePack,,Transit Format,,,,,Clojure  Java  Python  Javascript  Ruby  Scala,
UBJSON,The Buzz Media  LLC,JSON  BSON,,http://ubjson.org/,,,,,,
VelocyPack (VPack),ArangoDB,,,VelocyPack (VPack) Version 1 Specification,,,,,(C++ API reference implementation),
eXternal Data Representation (XDR),Sun Microsystems (creator) IETF (maintainer),,,STD 67/RFC 4506,,,,,,
XML,W3C,SGML,,1.0 (Fifth Edition) 1.1 (Second Edition),(      ),,(XPointer  XPath),(XML schema  RELAX NG),(DOM  SAX  XQuery  XPath),
XML-RPC,Dave Winer<ref name="xmlrpc-hist">http://www.xml.com/pub/a/ws/2001/04/04/soap.html</ref>,XML,,XML-RPC Specification,,,,,,
YAML,Clark Evans  Ingy döt Net  and Oren Ben-Kiki,C  Java  Perl  Python  Ruby  Email  HTML  MIME  URI  XML  SAX  SOAP  JSON<ref></ref>,,Version 1.2,,,,(Kwalify  Rx  built-in language type-defs),,
Name,Creator-maintainer,Based on,Standardized?,Specification,Binary?,Human-readable?,Supports references?,Schema-IDL?,Standard APIs,Supports Zero-copy operations
